_func_name, asm, assignment, bitwise, branch_case, branch_if, branch_ternary, branch_total, broken_dowhile, cast, comma, cond_depth, fix, goto, if_depth, if_in_loop, invalid_form, invalid_funccall, invalid_ir, invalid_jump, label, loc, local, lol, loop_depth, loop_dowhile, loop_for, loop_total, loop_while, operator, prop_branch_case, prop_branch_if, prop_branch_ternary, prop_loop_dowhile, prop_loop_for, prop_loop_while, ref_direct, ref_structured, strcmp_bare, strcmp_not, token, undefined, unimplemented, unknown, unknown_op, 
fcn_00404c20, 0, 40, 3, 0, 2, 2, 4, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 59, 0, 9, 1, 0, 1, 0, 1, 40, 0.0, 0.5, 0.5, 1.0, 0.0, 0.0, 11, 0, 0, 0, 232, 0, 0, 0, 0, 
fcn_00404d50, 0, 37, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 7, 1, 0, 2, 1, 1, 27, 0, 0, 0, 0.5, 0.0, 0.5, 16, 0, 0, 0, 185, 0, 0, 0, 0, 
fcn_00404e20, 0, 15, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 31, 8, 7, 0, 0, 0, 0, 0, 10, 0.0, 1.0, 0.0, 0, 0, 0, 9, 0, 0, 0, 100, 0, 0, 0, 0, 
fcn_00404e90, 0, 34, 1, 0, 4, 0, 4, 0, 0, 0, 0, 1.0, 4, 1, 0, 0, 0, 0, 0, 0, 69, 9, 11, 2, 0, 2, 0, 1, 19, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 10, 0, 0, 0, 208, 0, 0, 0, 0, 
fcn_00404f80, 0, 6, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 13, 0, 9, 0, 0, 0, 0, 0, 1, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 
fcn_00404fa0, 0, 48, 7, 0, 4, 0, 4, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 79, 4, 9, 2, 0, 2, 0, 1, 42, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 24, 0, 0, 0, 289, 0, 0, 0, 0, 
fcn_004051d0, 0, 18, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 50, 0, 10, 0, 0, 2, 2, 1, 8, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 
fcn_004052d0, 0, 35, 0, 0, 8, 0, 8, 0, 0, 0, 0, 1.0, 8, 1, 0, 0, 0, 0, 0, 0, 79, 3, 12, 2, 0, 2, 0, 1, 28, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 20, 0, 1, 0, 250, 0, 0, 0, 0, 
fcn_004053f0, 0, 17, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 27, 0, 10, 1, 0, 1, 0, 1, 1, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 
fcn_00405470, 0, 37, 0, 0, 5, 0, 5, 0, 0, 0, 0, 1.0, 5, 1, 0, 0, 0, 0, 1, 0, 67, 0, 9, 1, 0, 1, 0, 1, 18, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 7, 0, 0, 0, 209, 0, 0, 0, 0, 
fcn_00405720, 0, 8, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 15, 0, 7, 0, 0, 0, 0, 0, 1, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 
fcn_00405750, 0, 22, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 44, 0, 9, 0, 0, 1, 1, 1, 4, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 4, 0, 0, 0, 133, 0, 0, 0, 0, 
fcn_004057f0, 2, 19, 0, 0, 5, 2, 7, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 41, 0, 16, 0, 0, 0, 0, 0, 13, 0.0, 0.7142857142857143, 0.2857142857142857, 0, 0, 0, 4, 3, 0, 0, 143, 0, 0, 0, 0, 
fcn_00405890, 0, 27, 4, 0, 17, 0, 17, 0, 0, 0, 0, 0, 14, 2, 1, 0, 0, 0, 0, 0, 85, 0, 8, 0, 0, 1, 1, 1, 33, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 15, 0, 0, 0, 240, 0, 0, 0, 0, 
fcn_00405990, 0, 553, 43, 0, 128, 30, 158, 0, 0, 0, 0, 1.0, 160, 2, 4, 0, 0, 0, 1, 0, 1125, 21, 27, 9, 0, 11, 2, 1, 618, 0.0, 0.810126582278481, 0.189873417721519, 0.8181818181818182, 0.0, 0.18181818181818182, 305, 0, 0, 0, 3902, 0, 0, 0, 0, 
fcn_00406bc0, 2, 52, 5, 0, 5, 0, 5, 0, 0, 0, 0, 0, 3, 2, 1, 0, 0, 0, 0, 0, 87, 4, 18, 2, 0, 2, 0, 1, 34, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 29, 0, 0, 0, 333, 0, 0, 0, 0, 
fcn_004070e0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 7, 9, 1, 0, 1, 0, 1, 8, 0, 0, 0, 1.0, 0.0, 0.0, 8, 0, 0, 0, 88, 0, 0, 0, 0, 
fcn_00407260, 3, 25, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 4, 11, 1, 0, 1, 0, 1, 13, 0, 0, 0, 1.0, 0.0, 0.0, 7, 1, 0, 0, 134, 0, 0, 0, 0, 
fcn_00407290, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 7, 7, 1, 0, 1, 0, 1, 8, 0, 0, 0, 1.0, 0.0, 0.0, 8, 0, 0, 0, 87, 0, 0, 0, 0, 
fcn_004073f0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 
fcn_00407410, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 
fcn_00407430, 0, 46, 1, 0, 9, 0, 9, 0, 0, 0, 0, 0, 11, 2, 1, 0, 2, 0, 0, 0, 98, 6, 11, 0, 0, 1, 1, 1, 21, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 15, 1, 0, 0, 274, 0, 0, 0, 0, 
fcn_00407440, 0, 160, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 3, 1, 1, 0, 3, 0, 0, 0, 200, 4, 31, 4, 0, 4, 0, 1, 61, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 74, 0, 0, 0, 793, 0, 0, 0, 0, 
fcn_004078a0, 0, 25, 0, 0, 4, 0, 4, 0, 0, 0, 0, 1.0, 3, 1, 0, 0, 0, 0, 0, 0, 53, 7, 10, 0, 0, 1, 1, 1, 26, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 10, 0, 0, 0, 176, 0, 0, 0, 0, 
fcn_004079e0, 0, 3, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 14, 0, 5, 0, 0, 0, 0, 0, 2, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 
fcn_00407a40, 0, 6, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 24, 0, 7, 0, 0, 0, 0, 0, 4, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 
fcn_00407be0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 
fcn_00407c30, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 30, 0, 0, 0, 0, 
fcn_00407c70, 0, 35, 1, 0, 6, 0, 6, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 0, 0, 64, 1, 15, 1, 0, 1, 0, 1, 14, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 7, 0, 0, 0, 195, 0, 0, 0, 0, 
fcn_00407d40, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 
fcn_00407d70, 0, 150, 19, 0, 31, 1, 32, 0, 0, 0, 0, 1.0, 49, 2, 0, 0, 0, 0, 1, 0, 320, 2, 13, 8, 0, 9, 1, 1, 81, 0.0, 0.96875, 0.03125, 0.8888888888888888, 0.0, 0.1111111111111111, 25, 0, 0, 0, 849, 0, 0, 0, 11, 
fcn_004081a0, 0, 153, 19, 0, 31, 1, 32, 0, 0, 0, 0, 1.0, 49, 2, 0, 0, 0, 0, 1, 0, 323, 2, 13, 8, 0, 9, 1, 1, 81, 0.0, 0.96875, 0.03125, 0.8888888888888888, 0.0, 0.1111111111111111, 25, 0, 0, 0, 854, 0, 0, 0, 11, 
fcn_004085e0, 0, 16, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 4, 1, 0, 0, 1, 0, 0, 0, 38, 0, 5, 0, 0, 1, 1, 1, 4, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 2, 0, 0, 0, 104, 0, 0, 0, 0, 
fcn_004087a0, 0, 5, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 0, 21, 0, 8, 0, 0, 0, 0, 0, 4, 0.0, 1.0, 0.0, 0, 0, 0, 1, 0, 0, 0, 54, 0, 0, 0, 0, 
fcn_004087e0, 0, 15, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 28, 0, 9, 0, 0, 1, 1, 1, 9, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 6, 0, 0, 0, 94, 0, 0, 0, 0, 
fcn_00408840, 0, 48, 0, 0, 4, 0, 4, 0, 0, 0, 0, 1.0, 5, 1, 0, 0, 0, 0, 0, 0, 74, 0, 7, 2, 0, 2, 0, 1, 41, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 13, 0, 0, 0, 253, 0, 0, 0, 0, 
fcn_00408920, 0, 201, 0, 0, 35, 1, 36, 0, 0, 0, 0, 1.0, 45, 3, 1, 0, 0, 0, 0, 0, 391, 12, 23, 3, 0, 5, 2, 1, 162, 0.0, 0.9722222222222222, 0.027777777777777776, 0.6, 0.0, 0.4, 130, 0, 2, 0, 1348, 0, 0, 0, 0, 
fcn_00408f40, 1, 166, 1, 0, 49, 3, 52, 0, 0, 0, 0, 1.0, 59, 2, 3, 0, 0, 0, 0, 0, 399, 5, 19, 2, 0, 5, 3, 1, 165, 0.0, 0.9423076923076923, 0.057692307692307696, 0.4, 0.0, 0.6, 112, 0, 0, 0, 1283, 0, 0, 0, 0, 
fcn_00409510, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 3, 0, 0, 65, 0, 0, 0, 0, 
fcn_00409590, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 
fcn_00409610, 0, 15, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 5, 1, 1, 0, 0, 0, 0, 0, 38, 1, 13, 0, 0, 1, 1, 1, 5, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 2, 0, 0, 0, 102, 0, 0, 0, 0, 
fcn_00409690, 0, 13, 1, 0, 4, 1, 5, 0, 0, 0, 0, 0, 5, 1, 1, 0, 0, 0, 0, 0, 36, 0, 10, 1, 0, 1, 0, 1, 7, 0.0, 0.8, 0.2, 1.0, 0.0, 0.0, 3, 0, 0, 0, 94, 0, 0, 0, 0, 
fcn_004096f0, 2, 14, 0, 0, 2, 3, 5, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 27, 0, 9, 0, 0, 0, 0, 0, 8, 0.0, 0.4, 0.6, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 
fcn_00409750, 0, 189, 22, 0, 40, 1, 41, 0, 0, 0, 0, 1.0, 48, 2, 1, 0, 0, 0, 0, 0, 391, 5, 10, 9, 0, 9, 0, 1, 179, 0.0, 0.975609756097561, 0.024390243902439025, 1.0, 0.0, 0.0, 65, 1, 1, 0, 1249, 0, 0, 0, 0, 
fcn_00409d30, 0, 4, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 5, 0, 0, 0, 0, 0, 1, 0.0, 1.0, 0.0, 0, 0, 0, 1, 0, 0, 0, 25, 0, 0, 0, 0, 
fcn_00409d48, 0, 4, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 14, 0, 5, 1, 0, 1, 0, 1, 2, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1, 1, 0, 0, 33, 0, 0, 0, 0, 
